"fichero","seccion","linea","castellano","ingles_referencia","EUSKERA"
"copy.ts","localPages","1759","De poco sirve salir en Google en Sevilla si tu cliente está a tres calles. Trabajamos el posicionamiento local: ficha de empresa en Google, datos coherentes, contenido escrito para lo que la gente busca de verdad en Irún.","Ranking in Seville is no use if your customer is three streets away. We work on local search: your Google business profile, consistent data, and content written for what people actually search for in Irún.","Ez du askorako balio Sevillan Googlen ateratzeak zure bezeroa hiru kale harago badago. Tokiko posizionamendua lantzen dugu: Googleko enpresa-fitxa, datu koherenteak, jendeak Irunen benetan bilatzen duenerako idatzitako edukia."
"copy.ts","localPages","1766","Una cuota y ya está","One fee and done","Kuota bat eta kito"
"copy.ts","localPages","1768","Nada de 1.500 € de golpe y luego arréglatelas. Una cuota fija desde 29 €/mes con el alojamiento, el certificado, el mantenimiento y los cambios dentro. Si un día no te interesa, te vas: no hay permanencia.","No €1,500 upfront and then you're on your own. A fixed fee from €29/mo with hosting, certificate, maintenance and changes included. If one day it stops making sense, you leave: there's no lock-in.","1.500 € kolpetik eta gero moldatu zaitez, hori ez. Kuota finko bat 29 €/hilabetetik aurrera, ostatatzea, ziurtagiria, mantentze-lanak eta aldaketak barne. Egunen batean interesatzen ez bazaizu, joan egiten zara: ez dago iraunkortasunik."
"copy.ts","localPages","1775","También trabajamos en","We also work in","Hemen ere egiten dugu lan"
"copy.ts","localPages","1786","¿Hace falta que nos veamos?","Do we need to meet?","Beharrezkoa da elkar ikustea?"
"copy.ts","localPages","1791","No. Trabajamos en remoto de principio a fin: la primera toma de contacto por videollamada, y el resto por email o WhatsApp. Suele salir más ágil para los dos, porque no hay que cuadrar agendas ni cerrar el negocio media hora para una reunión.","No. We work remotely from start to finish: a first video call, and the rest over email or WhatsApp. It usually turns out quicker for both sides — no diaries to align and no closing your shop for half an hour.","Ez. Urrunetik egiten dugu lan hasieratik amaierara: lehen harremana bideo-deiz, eta gainerakoa emailez edo WhatsAppez. Normalean biontzat arinagoa ateratzen da, ez baita agendarik koadratu behar ezta negozioa ordu erdiz itxi ere bilera baterako."
"copy.ts","localPages","1798","¿Trabajáis con comercios pequeños o solo con empresas grandes?","Do you work with small shops or only with large companies?","Denda txikiekin egiten duzue lan ala enpresa handiekin bakarrik?"
"copy.ts","localPages","1803","Sobre todo con negocios pequeños y autónomos. El plan Esencial (29 €/mes) está pensado exactamente para eso: un comercio o un profesional que necesita una web decente y no puede soltar mil euros de entrada.","Mostly with small businesses and freelancers. The Essential plan (€29/mo) is designed exactly for that: a shop or a professional who needs a decent website and cannot drop a thousand euros upfront.","Batez ere negozio txiki eta autonomoekin. Funtsezko plana (29 €/hilabetean) horretarako dago pentsatua, hain zuzen: web duin bat behar duen eta mila euro sarreran jarri ezin dituen denda edo profesional batentzat."
"copy.ts","localPages","1819","DISEÑO WEB","WEB DESIGN","WEB DISEINUA"
"copy.ts","localPages","1820","EN DONOSTIA","IN DONOSTIA","DONOSTIAN"
"copy.ts","localPages","1823","Somos un estudio de Irún que trabaja con negocios de Donostia en remoto. Lo decimos claro desde el principio: no tenemos oficina en la ciudad ni te vamos a cobrar el sobreprecio de tenerla.","We are a studio from Irún working remotely with businesses in Donostia. We say it upfront: we have no office in the city, and we are not charging you the premium of keeping one.","Irungo estudio bat gara, Donostiako negozioekin urrunetik lan egiten duena. Argi esaten dugu hasieratik: ez dugu bulegorik hirian eta ez dizugu hori edukitzearen gainprezioa kobratuko."
"copy.ts","localPages","1831","Sin precios de la Parte Vieja","Without old-town prices","Parte Zaharreko preziorik gabe"
"copy.ts","localPages","1836","Una web de agencia en Donostia empieza en cuatro cifras y sigue con una factura de mantenimiento aparte. Nosotros trabajamos con tarifa plana: desde 29 €/mes con todo dentro. Mismo resultado, sin el sobrecoste de tener oficina en la Avenida.","An agency website in Donostia starts in four figures and then adds a separate maintenance invoice. We work on a flat rate: from €29/mo with everything included. Same outcome, without the overhead of an office on the Avenida.","Donostian agentzia bateko web bat lau zifratan hasten da eta gero mantentze-faktura bat aparte dator. Guk tarifa lauarekin egiten dugu lan: 29 €/hilabetetik aurrera dena barne. Emaitza bera, Avenidan bulegoa edukitzearen gainkosturik gabe."
"copy.ts","localPages","1844","Hostelería y comercio","Hospitality and retail","Ostalaritza eta merkataritza"
"copy.ts","localPages","1849","Bares, restaurantes, pensiones, tiendas. En Donostia tu web compite con las plataformas de reservas y con TripAdvisor: si no tienes una página propia rápida, con la carta actualizada y un botón de reserva claro, el cliente acaba reservando en otro sitio y pagando comisión.","Bars, restaurants, guesthouses, shops. In Donostia your website competes with booking platforms and TripAdvisor: without a fast site of your own, an up-to-date menu and a clear booking button, the customer ends up booking elsewhere and paying commission.","Tabernak, jatetxeak, ostatuak, dendak. Donostian zure webak erreserba-plataformekin eta TripAdvisorrekin lehiatzen du: web propio azkarrik ez baduzu, karta eguneratuta eta erreserba-botoi argi batekin, bezeroak beste nonbait erreserbatzen amaitzen du eta komisioa ordaintzen."
"copy.ts","localPages","1857","En los idiomas que necesitas","In the languages you need","Behar dituzun hizkuntzetan"
"copy.ts","localPages","1862","Aquí entra gente que busca en castellano, en euskera, en francés y en inglés. Montamos la web multiidioma desde el principio, que es mucho más barato que añadirlo después. El contenido lo escribes tú o lo preparamos juntos.","People here search in Spanish, Basque, French and English. We build the site multilingual from the start, which is far cheaper than bolting it on later. You write the content or we prepare it together.","Hemen gaztelaniaz, euskaraz, frantsesez eta ingelesez bilatzen duen jendea sartzen da. Weba hizkuntza anitzekoa muntatzen dugu hasieratik, gero gehitzea baino askoz merkeagoa baita. Edukia zuk idazten duzu edo elkarrekin prestatzen dugu."
"copy.ts","localPages","1870","Que salga en el mapa","So you show on the map","Mapan ager zaitezen"
"copy.ts","localPages","1875","La mitad de las búsquedas de un negocio donostiarra acaban en el mapa de Google, no en la lista de resultados. Dejamos tu ficha, tus datos y tu web coherentes entre sí para que el mapa te tenga en cuenta.","Half the searches for a San Sebastián business end up on the Google map, not in the results list. We keep your profile, your data and your website consistent with each other so the map takes you into account.","Donostiako negozio baten bilaketen erdiak Googleren mapan amaitzen dute, ez emaitzen zerrendan. Zure fitxa, zure datuak eta zure weba elkarren artean koherente uzten ditugu mapak kontuan har zaitzan."
"copy.ts","localPages","1882","También trabajamos en","We also work in","Hemen ere egiten dugu lan"
"copy.ts","localPages","1890","¿Tenéis oficina en San Sebastián?","Do you have an office in San Sebastián?","Bulegorik baduzue Donostian?"
"copy.ts","localPages","1895","No tenemos oficina en Donostia ni en ningún sitio: somos un estudio de Irún que trabaja en remoto. Preferimos decírtelo antes que fingir una dirección en el centro, como hacen algunos. Todo el proyecto se lleva por videollamada, email y WhatsApp, y eso es parte de por qué la cuota es la que es.","We have no office in Donostia or anywhere else: we are a studio from Irún working remotely. We would rather tell you than fake a city-centre address, as some do. The whole project runs over video call, email and WhatsApp — and that is part of why the fee is what it is.","Ez dugu bulegorik Donostian ezta beste inon ere: urrunetik lan egiten duen Irungo estudio bat gara. Nahiago dugu hori esan, batzuek egiten duten bezala erdiguneko helbide bat asmatu baino. Proiektu osoa bideo-deiz, emailez eta WhatsAppez eramaten da, eta hori da kuota den bezalakoa izatearen arrazoietako bat."
"copy.ts","localPages","1902","¿Hacéis webs en euskera?","Do you build websites in Basque?","Euskarazko webak egiten dituzue?"
"copy.ts","localPages","1907","Sí, montamos la web en tantos idiomas como necesites — euskera, castellano, francés, inglés. La parte técnica la ponemos nosotros; los textos en euskera los aportas tú o los encargamos a un traductor.","Yes, we build the site in as many languages as you need — Basque, Spanish, French, English. We handle the technical side; the Basque copy either comes from you or we commission a translator.","Bai, weba behar dituzun hizkuntza guztietan muntatzen dugu — euskara, gaztelania, frantsesa, ingelesa. Alde teknikoa guk jartzen dugu; euskarazko testuak zuk ekartzen dituzu edo itzultzaile bati eskatzen dizkiogu."
"copy.ts","localPages","1926","DISEÑO WEB","WEB DESIGN","WEB DISEINUA"
"copy.ts","localPages","1927","HONDARRIBIA","HONDARRIBIA","HONDARRIBIA"
"copy.ts","localPages","1930","Hondarribia vive del que viene de fuera, y el que viene de fuera te busca en el móvil antes de decidir dónde come o dónde duerme. Si a esa hora tu web no carga o no tiene la carta actualizada, ya has perdido la mesa.","Hondarribia lives off visitors, and visitors look you up on their phone before deciding where to eat or sleep. If at that moment your site is slow or your menu is out of date, the table is already lost.","Hondarribia kanpotik datorrenetik bizi da, eta kanpotik datorrenak mugikorrean bilatzen zaitu non jan edo non lo egin erabaki aurretik. Ordu horretan zure weba kargatzen ez bada edo karta eguneratuta ez badago, mahaia galduta duzu jada."
"copy.ts","localPages","1938","Hostelería que se reserva sola","Hospitality that books itself","Bere kabuz erreserbatzen den ostalaritza"
"copy.ts","localPages","1943","Restaurantes, sidrerías, pensiones y casas rurales. Carta actualizable por ti, botón de reserva visible y fotos que abran el apetito — sin depender de una plataforma que te cobra comisión por cada cliente que ya era tuyo.","Restaurants, cider houses, guesthouses and rural lodgings. A menu you update yourself, a visible booking button and photos that whet the appetite — without depending on a platform charging commission on customers who were already yours.","Jatetxeak, sagardotegiak, ostatuak eta landetxeak. Zuk egunera dezakezun karta, erreserba-botoi ikusgarria eta gogoa pizten duten argazkiak — jada zurea zen bezero bakoitzeko komisioa kobratzen dizun plataforma baten mende egon gabe."
"copy.ts","localPages","1951","En el idioma del visitante","In the visitor's language","Bisitariaren hizkuntzan"
"copy.ts","localPages","1956","Aquí entra francés de Hendaya, turista de crucero y visitante del interior. Montamos la web en castellano, euskera, francés e inglés desde el principio, que sale mucho más barato que añadirlo cuando ya está hecha.","Here you get French visitors from Hendaye, cruise tourists and travellers from inland. We build the site in Spanish, Basque, French and English from the start — far cheaper than bolting it on afterwards.","Hemen Hendaiako frantsesa, gurutzaldiko turista eta barnealdeko bisitaria sartzen dira. Weba gaztelaniaz, euskaraz, frantsesez eta ingelesez muntatzen dugu hasieratik, eginda dagoenean gehitzea baino askoz merkeagoa baita."
"copy.ts","localPages","1964","Que te encuentren en el mapa","So they find you on the map","Mapan aurki zaitzaten"
"copy.ts","localPages","1969","Casi nadie busca tu nombre: buscan ""dónde comer en Hondarribia"" con el móvil en la mano y a doscientos metros de tu puerta. Trabajamos tu ficha de Google y tu web para que aparezcas en ese momento exacto.","Almost nobody searches your name: they search ""where to eat in Hondarribia"" with their phone in hand, two hundred metres from your door. We work on your Google profile and your site so you show up at that exact moment.","Ia inork ez du zure izena bilatzen: ""non jan Hondarribian"" bilatzen dute mugikorra eskuan eta zure atetik berrehun metrora. Zure Googleko fitxa eta zure weba lantzen ditugu une horretan bertan ager zaitezen."
"copy.ts","localPages","1977","Una cuota, no una inversión","A fee, not an investment","Kuota bat, ez inbertsio bat"
"copy.ts","localPages","1982","Un negocio con temporada alta y baja no debería soltar mil euros de golpe por una web. Desde 29 €/mes con alojamiento, certificado y mantenimiento dentro, y sin permanencia si un invierno decides parar.","A business with high and low seasons should not drop a thousand euros at once on a website. From €29/mo with hosting, certificate and maintenance included, and no lock-in if one winter you decide to stop.","Denboraldi altua eta baxua dituen negozio batek ez luke mila euro kolpetik bota behar web batengatik. 29 €/hilabetetik aurrera ostatatzea, ziurtagiria eta mantentze-lanak barne, eta iraunkortasunik gabe neguren batean gelditzea erabakitzen baduzu."
"copy.ts","localPages","1989","También trabajamos en","We also work in","Hemen ere egiten dugu lan"
"copy.ts","localPages","1997","¿Podéis poner la carta del restaurante para que la cambie yo?","Can you set up the menu so I can change it myself?","Jatetxeko karta jar dezakezue nik neuk aldatzeko?"
"copy.ts","localPages","2002","Sí, y es de lo primero que montamos. Cambias platos y precios desde el móvil sin escribirnos ni esperar a nadie — algo esencial cuando la carta se mueve con la temporada o con lo que haya en la lonja.","Yes, and it is one of the first things we set up. You change dishes and prices from your phone without writing to us or waiting for anyone — essential when the menu shifts with the season or with the day’s catch.","Bai, eta muntatzen dugun lehenetakoa da. Platerak eta prezioak mugikorretik aldatzen dituzu guri idatzi gabe eta inori itxaron gabe — funtsezkoa karta denboraldiaren edo arrandegian dagoenaren arabera mugitzen denean."
"copy.ts","localPages","2009","¿Merece la pena una web si ya salgo en las plataformas de reservas?","Is a website worth it if I am already on the booking platforms?","Merezi du webak erreserba-plataformetan jada agertzen banaiz?"
"copy.ts","localPages","2014","Precisamente por eso. En esas plataformas compites en una lista con todos tus vecinos y pagas comisión por cada reserva. Con web propia, quien te busca por tu nombre reserva directamente contigo y esa comisión te la quedas tú.","That is exactly why. On those platforms you compete in a list against all your neighbours and pay commission on every booking. With your own site, whoever searches your name books directly with you and that commission stays with you.","Horrexegatik hain zuzen. Plataforma horietan zerrenda batean lehiatzen zara zure auzokide guztiekin eta erreserba bakoitzeko komisioa ordaintzen duzu. Web propioarekin, zure izenagatik bilatzen zaituenak zuzenean zurekin erreserbatzen du eta komisio hori zuretzat gelditzen da."
"copy.ts","localPages","2030","PÁGINAS WEB","WEBSITES","WEB ORRIAK"
"copy.ts","localPages","2031","EN GIPUZKOA","IN GIPUZKOA","GIPUZKOAN"
"copy.ts","localPages","2034","Diseñamos y programamos páginas web para negocios de toda Gipuzkoa. Somos de Irún y trabajamos en remoto, así que estés en Tolosa, en Eibar o en Zarautz, el proceso es exactamente el mismo.","We design and build websites for businesses across Gipuzkoa. We are from Irún and we work remotely, so whether you are in Tolosa, Eibar or Zarautz, the process is exactly the same.","Gipuzkoa osoko negozioentzat diseinatzen eta programatzen ditugu web orriak. Irungoak gara eta urrunetik egiten dugu lan, beraz Tolosan, Eibarren edo Zarautzen egon, prozesua zehazki bera da."
"copy.ts","localPages","2041","De Irún a Eibar","From Irún to Eibar","Irundik Eibarrera"
"copy.ts","localPages","2043","Trabajamos con negocios de la costa, del Bidasoa, de Donostialdea, del Goierri y del Alto Deba. Al ser todo en remoto, da igual que estés en Irún o en Eibar: el trato es el mismo y no hay desplazamientos que cuadrar.","We work with businesses on the coast, in the Bidasoa, Donostialdea, Goierri and Alto Deba. Since everything is remote, it makes no difference whether you are in Irún or Eibar: same service, and no travel to schedule.","Kostaldeko, Bidasoako, Donostialdeko, Goierriko eta Debagoieneko negozioekin egiten dugu lan. Dena urrunetik denez, berdin dio Irunen edo Eibarren zauden: tratua bera da eta ez dago joan-etorririk koadratzeko."
"copy.ts","localPages","2051","Industria, comercio y servicios","Industry, retail and services","Industria, merkataritza eta zerbitzuak"
"copy.ts","localPages","2056","En Gipuzkoa hay mucho taller, mucha empresa industrial y mucho proveedor que factura fuera y sigue con una web de hace quince años. Ese perfil es el que más gana con un rediseño: no necesitas vender online, necesitas que quien te busque por el nombre no piense que has cerrado.","Gipuzkoa is full of workshops, industrial firms and suppliers who invoice abroad and still run a fifteen-year-old website. That profile gains the most from a redesign: you do not need to sell online, you need whoever searches your name not to assume you have shut down.","Gipuzkoan tailer asko, enpresa industrial asko eta kanpora fakturatzen duen hornitzaile asko dago, oraindik duela hamabost urteko webarekin. Profil horrek irabazten du gehien berdiseinu batekin: ez duzu online saldu behar, izenagatik bilatzen zaituenak itxi duzula pentsa ez dezan behar duzu."
"copy.ts","localPages","2063","Todo desde aquí","All from here","Dena hemendik"
"copy.ts","localPages","2065","Diseño, programación, alojamiento y mantenimiento los llevamos nosotros, sin subcontratar. Tu web se aloja en servidores propios en Europa, no en una plantilla alquilada que se rompe cuando el proveedor cambia de opinión.","Design, development, hosting and maintenance are all ours, nothing subcontracted. Your site runs on our own servers in Europe, not on a rented template that breaks when the provider changes its mind.","Diseinua, programazioa, ostatatzea eta mantentze-lanak guk eramaten ditugu, azpikontratatu gabe. Zure weba Europako gure zerbitzari propioetan ostatatzen da, ez hornitzaileak iritzia aldatzean apurtzen den alokatutako txantiloi batean."
"copy.ts","localPages","2072","Precio cerrado","A closed price","Prezio itxia"
"copy.ts","localPages","2074","Desde 29 €/mes más un alta única desde 49 €. Tienda online completa, 99 €/mes. Todo con alojamiento, SSL, mantenimiento y un número de cambios al mes incluidos. Sin permanencia y sin letra pequeña.","From €29/mo plus a one-time setup from €49. A full online store, €99/mo. All with hosting, SSL, maintenance and a number of monthly changes included. No lock-in and no fine print.","29 €/hilabetetik aurrera gehi 49 €-tik aurrerako hasierako kuota bakarra. Online denda osoa, 99 €/hilabetean. Dena ostatatzearekin, SSLarekin, mantentze-lanekin eta hileko aldaketa kopuru batekin barne. Iraunkortasunik eta letra txikirik gabe."
"copy.ts","localPages","2081","Algunos municipios donde trabajamos","Some of the towns we work in","Lan egiten dugun udalerri batzuk"
"copy.ts","localPages","2100","¿Trabajáis en remoto o hay que veros?","Do you work remotely, or do we have to meet?","Urrunetik egiten duzue lan ala elkar ikusi behar dugu?"
"copy.ts","localPages","2105","Todo en remoto, de principio a fin. Arrancamos con una videollamada para entender tu negocio y a partir de ahí vamos por email o WhatsApp, enseñándote avances reales. No hay que cuadrar visitas ni cerrar el negocio para atendernos.","Everything remotely, start to finish. We open with a video call to understand your business and carry on over email or WhatsApp, showing you real progress. No visits to schedule and no closing your shop to receive us.","Dena urrunetik, hasieratik amaierara. Bideo-dei batekin hasten gara zure negozioa ulertzeko eta hortik aurrera emailez edo WhatsAppez jarraitzen dugu, benetako aurrerapenak erakutsiz. Ez dago bisitarik koadratu beharrik ezta negozioa itxi beharrik gu hartzeko."
"copy.ts","localPages","2112","¿Y si mi negocio está fuera de Gipuzkoa?","What if my business is outside Gipuzkoa?","Eta nire negozioa Gipuzkoatik kanpo badago?"
"copy.ts","localPages","2117","Ningún problema: trabajamos con toda España exactamente igual. Como todo es en remoto, que estés en Gipuzkoa o en Málaga no cambia el precio, el proceso ni el resultado.","No problem at all: we work with the whole of Spain in exactly the same way. Since everything is remote, being in Gipuzkoa or in Málaga changes neither the price, the process nor the result.","Inolako arazorik ez: Espainia osoarekin zehazki modu berean egiten dugu lan. Dena urrunetik denez, Gipuzkoan edo Malagan egoteak ez du prezioa, prozesua ezta emaitza ere aldatzen."
"copy.ts","LOCAL_PAGE","2128","← Volver al inicio","← Back to home","← Hasierara itzuli"
"copy.ts","LOCAL_PAGE","2129","Qué hacemos","What we do","Zer egiten dugun"
"copy.ts","LOCAL_PAGE","2130","Preguntas frecuentes","Frequently asked","Ohiko galderak"
"copy.ts","LOCAL_PAGE","2131","Cuánto cuesta","What it costs","Zenbat balio duen"
"copy.ts","LOCAL_PAGE","2133","VER TODAS LAS TARIFAS →","SEE ALL PLANS →","TARIFA GUZTIAK IKUSI →"
"copy.ts","LOCAL_PAGE","2137","Tarifas","Pricing","Tarifak"
"copy.ts","LOCAL_PAGE","2138","Empezar proyecto","Start a project","Proiektua hasi"
"copy.ts","LOCAL_PAGE","2139","EMPEZAR PROYECTO →","START A PROJECT →","PROIEKTUA HASI →"
"copy.ts","LOCAL_PAGE","2141","Cuéntanos qué necesitas. Te respondemos en menos de 24 horas, sin compromiso.","Tell us what you need. We reply within 24 hours, no strings attached.","Kontatu iezaguzu zer behar duzun. 24 ordu baino gutxiagoan erantzuten dizugu, konpromisorik gabe."
"copy.ts","NOT_FOUND","2149","(ERROR 404)","(ERROR 404)","(404 ERROREA)"
"copy.ts","NOT_FOUND","2150","Página no encontrada","Page not found","Ez da orria aurkitu"
"copy.ts","NOT_FOUND","2152","La página que buscas no existe o se ha movido de sitio.","The page you're looking for doesn't exist or has moved.","Bilatzen ari zaren orria ez da existitzen edo lekuz aldatu da."
"copy.ts","NOT_FOUND","2156","VOLVER AL INICIO →","BACK TO HOME →","HASIERARA ITZULI →"
"copy.ts","FOOTER","2162","ESTUDIO","STUDIO","ESTUDIOA"
"copy.ts","FOOTER","2164","Servicios","Services","Zerbitzuak"
"copy.ts","FOOTER","2165","Qué incluye","What you get","Zer sartzen den"
"copy.ts","FOOTER","2166","Proceso","Process","Prozesua"
"copy.ts","FOOTER","2167","Trabajo","Work","Lana"
"copy.ts","FOOTER","2168","Tarifas","Pricing","Tarifak"
"copy.ts","FOOTER","2169","FAQ","FAQ","FAQ"
"copy.ts","FOOTER","2173","CONTACTO","CONTACT","KONTAKTUA"
"copy.ts","FOOTER","2174","Respondemos en <24h","We reply within 24h","Erantzuna <24h-tan"
"copy.ts","FOOTER","2180","ZONA","AREA","EREMUA"
"copy.ts","FOOTER","2185","Diseño web en Irún","Web design in Irún","Web diseinua Irunen"
"copy.ts","FOOTER","2193","Diseño web en San Sebastián","Web design in San Sebastián","Web diseinua Donostian"
"copy.ts","FOOTER","2201","Diseño web en Hondarribia","Web design in Hondarribia","Web diseinua Hondarribian"
"copy.ts","FOOTER","2209","Páginas web en Gipuzkoa","Websites in Gipuzkoa","Web orriak Gipuzkoan"
"copy.ts","FOOTER","2220","LEGAL","LEGAL","LEGEZKOA"
"copy.ts","FOOTER","2222","Aviso legal","Legal notice","Lege oharra"
"copy.ts","FOOTER","2223","Privacidad","Privacy","Pribatutasuna"
"copy.ts","FOOTER","2224","Cookies","Cookies","Cookieak"
"copy.ts","FOOTER","2225","Términos","Terms","Baldintzak"
"copy.ts","FOOTER","2229","© ${YEAR} ${BRAND} ESTUDIO","© ${YEAR} ${BRAND} STUDIO","© ${YEAR} ${BRAND} ESTUDIOA"
"copy.ts","FOOTER","2238","${BUSINESS.city} · ${BUSINESS.region} · España","${BUSINESS.city} · ${BUSINESS.region} · Spain","${BUSINESS.city} · ${BUSINESS.region} · Espainia"
"legal.ts","LEGAL","22","B93796357","B93796357","B93796357"
"legal.ts","LEGAL","27","Última actualización: julio de 2026","Last updated: July 2026","Azken eguneratzea: 2026ko uztaila"
"legal.ts","LEGAL","31","← Volver al inicio","← Back to home","← Hasierara itzuli"
"legal.ts","LEGAL","32","Documentos legales","Legal documents","Legezko dokumentuak"
"legal.ts","COOKIES","44","Usamos cookies","We use cookies","Cookieak erabiltzen ditugu"
"legal.ts","COOKIES","46","Solo utilizamos cookies técnicas propias, necesarias para el funcionamiento del sitio y para recordar tus preferencias (como el idioma). No usamos cookies de seguimiento; medimos visitas con analítica propia sin cookies y sin compartir datos con terceros. Puedes leer más en nuestra política de cookies.","We only use our own technical cookies, needed for the site to work and to remember your preferences (such as language). We don’t use tracking cookies; we measure visits with our own cookieless analytics and share no data with third parties. You can read more in our cookie policy.","Geure cookie teknikoak baino ez ditugu erabiltzen, gunea funtzionatzeko eta zure hobespenak (hizkuntza, esaterako) gogoratzeko beharrezkoak direnak. Ez dugu jarraipen-cookierik erabiltzen; bisitak geure analitikarekin neurtzen ditugu, cookierik gabe eta hirugarrenekin daturik partekatu gabe. Gehiago irakur dezakezu gure cookie-politikan."
"legal.ts","COOKIES","50","Aceptar","Accept","Onartu"
"legal.ts","COOKIES","51","Rechazar","Reject","Ezetsi"
"legal.ts","COOKIES","52","Política de cookies","Cookie policy","Cookie-politika"
"legal.ts","legalDocs","62","Aviso legal","Legal notice","Lege oharra"
"legal.ts","legalDocs","63","Aviso legal","Legal notice","Lege oharra"
"legal.ts","legalDocs","65","Condiciones que regulan el acceso y uso de este sitio web, en cumplimiento de la Ley 34/2002 de Servicios de la Sociedad de la Información y de Comercio Electrónico (LSSI-CE).","Terms governing access to and use of this website, in compliance with Spanish Law 34/2002 on Information Society Services and Electronic Commerce (LSSI-CE).","Web gune honetarako sarbidea eta erabilera arautzen dituzten baldintzak, Informazioaren Gizartearen eta Merkataritza Elektronikoaren Zerbitzuei buruzko 34/2002 Legea (LSSI-CE) betez."
"legal.ts","legalDocs","72","1. Datos identificativos","1. Identifying details","1. Identifikazio-datuak"
"legal.ts","legalDocs","78","En cumplimiento de la normativa vigente, se informa de que este sitio web es titularidad de ${LEGAL.titular}, con NIF ${LEGAL.nif.es} y domicilio en ${LEGAL.domicilio}.","In accordance with applicable law, this website is owned by ${LEGAL.titular}, tax ID ${LEGAL.nif.en}, with registered address at ${LEGAL.domicilio}.","Indarrean dagoen araudia betez, jakinarazten da web gune honen titularra ${LEGAL.titular} dela, ${LEGAL.nif.es} IFZ duena eta ${LEGAL.domicilio} helbidean egoitza duena."
"legal.ts","legalDocs","83","Correo electrónico de contacto: ${LEGAL.email}. En adelante, ""${BRAND}"" o ""el titular"".","Contact email: ${LEGAL.email}. Hereinafter, ""${BRAND}"" or ""the owner"".","Harremanetarako helbide elektronikoa: ${LEGAL.email}. Aurrerantzean, ""${BRAND}"" edo ""titularra""."
"legal.ts","legalDocs","91","2. Objeto y condiciones de uso","2. Purpose and terms of use","2. Xedea eta erabilera-baldintzak"
"legal.ts","legalDocs","97","El acceso a este sitio atribuye la condición de usuario e implica la aceptación de las presentes condiciones. El usuario se compromete a hacer un uso adecuado de los contenidos y a no emplearlos para actividades ilícitas o que dañen los derechos e intereses de terceros.","Accessing this site grants the condition of user and implies acceptance of these terms. The user agrees to make appropriate use of the content and not to use it for unlawful activities or in ways that harm the rights and interests of third parties.","Gune honetara sartzeak erabiltzaile-izaera ematen du eta baldintza hauek onartzea dakar. Erabiltzaileak edukien erabilera egokia egiteko konpromisoa hartzen du, eta ez ditu erabiliko jarduera ez-zilegietarako edo hirugarrenen eskubide eta interesak kaltetzen dituzten moduetan."
"legal.ts","legalDocs","105","3. Propiedad intelectual e industrial","3. Intellectual and industrial property","3. Jabetza intelektuala eta industriala"
"legal.ts","legalDocs","111","Todos los contenidos del sitio (textos, diseño, código, logotipos e imágenes) son propiedad del titular o de terceros que han autorizado su uso, y están protegidos por los derechos de propiedad intelectual e industrial. Queda prohibida su reproducción, distribución o transformación sin autorización expresa de ${BRAND}.","All content on the site (text, design, code, logos and images) is owned by the owner or by third parties who have authorised its use, and is protected by intellectual and industrial property rights. Its reproduction, distribution or transformation without the express authorisation of ${BRAND} is prohibited.","Guneko eduki guztiak (testuak, diseinua, kodea, logotipoak eta irudiak) titularrarenak dira edo horien erabilera baimendu duten hirugarrenenak, eta jabetza intelektualaren eta industrialaren eskubideek babestuta daude. Debekatuta dago horiek erreproduzitzea, banatzea edo eraldatzea ${BRAND} markaren berariazko baimenik gabe."
"legal.ts","legalDocs","118","4. Responsabilidad","4. Liability","4. Erantzukizuna"
"legal.ts","legalDocs","121","El titular no se hace responsable de los daños derivados del mal uso del sitio ni de las interrupciones, errores u omisiones que pudieran existir. Se reserva el derecho a modificar o suspender el sitio y sus contenidos sin previo aviso.","The owner is not liable for damages arising from misuse of the site, nor for any interruptions, errors or omissions that may exist. It reserves the right to modify or suspend the site and its content without prior notice.","Titularra ez da gunearen erabilera okerretik eratorritako kalteen erantzule, ezta egon litezkeen etenaldi, akats edo hutsuneena ere. Gunea eta bere edukiak aldatzeko edo eteteko eskubidea gordetzen du, aldez aurretik jakinarazi gabe."
"legal.ts","legalDocs","128","5. Enlaces","5. Links","5. Estekak"
"legal.ts","legalDocs","131","Este sitio puede contener enlaces a páginas de terceros. El titular no asume responsabilidad alguna sobre los contenidos o servicios de dichos sitios.","This site may contain links to third-party pages. The owner assumes no responsibility for the content or services of such sites.","Gune honek hirugarrenen orrietarako estekak izan ditzake. Titularrak ez du inolako erantzukizunik hartzen gune horien eduki edo zerbitzuen gainean."
"legal.ts","legalDocs","139","6. Legislación aplicable","6. Applicable law","6. Aplikatu beharreko legeria"
"legal.ts","legalDocs","145","Las presentes condiciones se rigen por la legislación española. Para la resolución de cualquier controversia, las partes se someten a los juzgados y tribunales del domicilio del titular, salvo que la ley disponga otra cosa.","These terms are governed by Spanish law. For the resolution of any dispute, the parties submit to the courts of the owner’s domicile, unless the law provides otherwise.","Baldintza hauek Espainiako legeriak arautzen ditu. Edozein auzi ebazteko, alderdiak titularraren egoitzako epaitegi eta auzitegien mende jartzen dira, legeak bestelakorik xedatzen ez badu."
"legal.ts","legalDocs","155","Privacidad","Privacy","Pribatutasuna"
"legal.ts","legalDocs","156","Política de privacidad","Privacy policy","Pribatutasun-politika"
