"fichero","seccion","linea","castellano","ingles_referencia","EUSKERA"
"legal.ts","legalDocs","154","La base legal es tu consentimiento al contactarnos y, cuando proceda, la ejecución de un contrato de servicios o el interés legítimo en responder a tus solicitudes.","The legal basis is your consent when contacting us and, where applicable, the performance of a service contract or the legitimate interest in responding to your requests.",""
"legal.ts","legalDocs","160","4. Conservación de los datos","4. Data retention",""
"legal.ts","legalDocs","163","Conservamos tus datos durante el tiempo necesario para atender tu solicitud y, si llegamos a trabajar juntos, durante la relación contractual y los plazos legales aplicables. Después se suprimen de forma segura.","We keep your data for as long as necessary to handle your request and, if we end up working together, for the duration of the contractual relationship and the applicable legal periods. They are then securely deleted.",""
"legal.ts","legalDocs","169","5. Destinatarios","5. Recipients",""
"legal.ts","legalDocs","172","No cedemos tus datos a terceros, salvo obligación legal. Podemos utilizar proveedores de servicios (alojamiento, correo) que actúan como encargados del tratamiento con las debidas garantías.","We do not share your data with third parties except where legally required. We may use service providers (hosting, email) acting as data processors with the appropriate safeguards.",""
"legal.ts","legalDocs","178","6. Tus derechos","6. Your rights",""
"legal.ts","legalDocs","181","Puedes ejercer tus derechos de acceso, rectificación, supresión, oposición, limitación y portabilidad escribiendo a ${LEGAL.email}. También tienes derecho a presentar una reclamación ante la Agencia Española de Protección de Datos (www.aepd.es).","You may exercise your rights of access, rectification, erasure, objection, restriction and portability by writing to ${LEGAL.email}. You also have the right to lodge a complaint with the Spanish Data Protection Agency (www.aepd.es).",""
"legal.ts","legalDocs","187","7. Seguridad","7. Security",""
"legal.ts","legalDocs","190","Aplicamos medidas técnicas y organizativas adecuadas para proteger tus datos frente a accesos no autorizados, pérdida o alteración.","We apply appropriate technical and organisational measures to protect your data against unauthorised access, loss or alteration.",""
"legal.ts","legalDocs","199","Cookies","Cookies",""
"legal.ts","legalDocs","200","Política de cookies","Cookie policy",""
"legal.ts","legalDocs","202","Información sobre el uso de cookies en este sitio, conforme al artículo 22.2 de la LSSI-CE.","Information on the use of cookies on this site, in accordance with article 22.2 of the LSSI-CE.",""
"legal.ts","legalDocs","207","1. ¿Qué son las cookies?","1. What are cookies?",""
"legal.ts","legalDocs","210","Las cookies son pequeños archivos que se descargan en tu dispositivo al visitar una web y permiten su funcionamiento, así como recopilar información sobre la navegación.","Cookies are small files downloaded to your device when you visit a website. They allow the site to work and can collect information about your browsing.",""
"legal.ts","legalDocs","216","2. Cookies que utilizamos","2. Cookies we use",""
"legal.ts","legalDocs","219","Cookies técnicas necesarias: imprescindibles para el funcionamiento del sitio y para recordar tus preferencias (como el idioma o tu decisión sobre cookies). No requieren consentimiento.","Necessary technical cookies: essential for the site to work and to remember your preferences (such as language or your cookie choice). They do not require consent.",""
"legal.ts","legalDocs","223","No utilizamos cookies de terceros ni de seguimiento. Para medir las visitas usamos Umami, una herramienta de analítica autoalojada en nuestros propios servidores que no usa cookies, no identifica a los visitantes y no comparte datos con terceros. El resto de recursos del sitio, incluidas las fuentes tipográficas, también se sirven desde nuestros propios dominios.","We do not use third-party or tracking cookies. To measure visits we use Umami, an analytics tool self-hosted on our own servers that sets no cookies, does not identify visitors and shares no data with third parties. All other site resources, including the typefaces, are also served from our own domains.",""
"legal.ts","legalDocs","229","3. Gestión de cookies","3. Managing cookies",""
"legal.ts","legalDocs","232","Puedes aceptar o rechazar las cookies no necesarias desde el aviso que aparece al entrar. Además, puedes configurar o eliminar las cookies desde los ajustes de tu navegador en cualquier momento.","You can accept or reject non-essential cookies from the banner shown on entry. You can also configure or delete cookies from your browser settings at any time.",""
"legal.ts","legalDocs","238","4. Consentimiento","4. Consent",""
"legal.ts","legalDocs","241","Al aceptar, consientes el uso de las cookies descritas. Puedes cambiar tu decisión en cualquier momento borrando las cookies del sitio en tu navegador.","By accepting, you consent to the use of the cookies described. You can change your decision at any time by clearing the site’s cookies in your browser.",""
"legal.ts","legalDocs","250","Términos","Terms",""
"legal.ts","legalDocs","251","Términos y condiciones","Terms & conditions",""
"legal.ts","legalDocs","253","Condiciones generales que regulan la contratación de los servicios de diseño y desarrollo web ofrecidos por el titular.","General terms governing the contracting of the web design and development services offered by the owner.",""
"legal.ts","legalDocs","258","1. Objeto","1. Purpose",""
"legal.ts","legalDocs","261","${BRAND} ofrece servicios de branding, diseño y desarrollo web, tiendas online y mantenimiento, bajo una cuota fija mensual (tarifa plana) según el plan contratado.","${BRAND} provides branding, web design and development, online stores and maintenance services, under a fixed monthly fee (flat rate) according to the plan contracted.",""
"legal.ts","legalDocs","267","2. Tarifas y pagos","2. Fees and payments",""
"legal.ts","legalDocs","270","Los servicios se prestan mediante una cuota mensual que incluye alojamiento, certificado SSL, mantenimiento y actualizaciones, según el plan elegido. La cuota se factura de forma periódica y los precios pueden actualizarse comunicándolo previamente al cliente.","Services are provided through a monthly fee that includes hosting, SSL certificate, maintenance and updates, according to the chosen plan. The fee is billed periodically and prices may be updated with prior notice to the client.",""
"legal.ts","legalDocs","274","El dominio no está incluido en la cuota: su registro es un pago único e independiente, cuyo importe varía según el nombre elegido. El titular puede gestionar su compra por cuenta del cliente.","The domain is not included in the fee: its registration is a separate one-time payment whose amount varies depending on the chosen name. The owner may handle its purchase on behalf of the client.",""
"legal.ts","legalDocs","278","Además de la cuota mensual, la contratación de cualquier plan incluye una alta única de puesta en marcha, cuyo importe depende del plan contratado (consultar tarifas vigentes); esta alta no es reembolsable una vez iniciado el servicio. En los planes con tienda online, las comisiones de la pasarela de pago las factura directamente el proveedor de pago (p. ej. Stripe o Redsys) y no forman parte de la cuota del titular.","In addition to the monthly fee, signing up to any plan includes a one-time setup fee, the amount of which depends on the plan contracted (see current pricing); this setup fee is non-refundable once the service has started. On plans that include an online store, payment gateway fees are billed directly by the payment provider (e.g. Stripe or Redsys) and are not part of the owner's fee.",""
"legal.ts","legalDocs","284","3. Propiedad y alcance del servicio","3. Ownership and scope of service",""
"legal.ts","legalDocs","287","El diseño, el código y la infraestructura de la web son desarrollados y mantenidos por ${BRAND}, que conserva su titularidad. El servicio consiste en mantener la web operativa y actualizada mientras el cliente mantenga su tarifa plana en vigor.","The design, code and infrastructure of the website are developed and maintained by ${BRAND}, which retains ownership of them. The service consists of keeping the website operational and up to date while the client keeps their flat-rate plan active.",""
"legal.ts","legalDocs","293","4. Duración y cancelación","4. Term and cancellation",""
"legal.ts","legalDocs","296","No existe permanencia. El cliente puede cancelar cuando lo desee; al finalizar la relación, la web deja de renovarse y se da de baja. El dominio, si fue adquirido, seguirá las condiciones de su registro.","There is no minimum commitment. The client may cancel at any time; when the relationship ends, the website stops being renewed and is taken down. The domain, if acquired, will follow the conditions of its registration.",""
"legal.ts","legalDocs","302","5. Obligaciones del cliente","5. Client obligations",""
"legal.ts","legalDocs","305","El cliente se compromete a facilitar la información y los materiales necesarios para la prestación del servicio, y a que dichos contenidos no infrinjan derechos de terceros ni la legislación vigente.","The client agrees to provide the information and materials needed to deliver the service, and to ensure that such content does not infringe third-party rights or applicable law.",""
"legal.ts","legalDocs","311","6. Responsabilidad","6. Liability",""
"legal.ts","legalDocs","314","El titular pondrá todos los medios razonables para garantizar la disponibilidad y seguridad del servicio, sin que pueda responsabilizarse de incidencias ajenas a su control (proveedores, fuerza mayor, etc.).","The owner will use all reasonable means to ensure the availability and security of the service, but cannot be held responsible for incidents beyond its control (providers, force majeure, etc.).",""
"legal.ts","legalDocs","320","7. Legislación aplicable","7. Applicable law",""
"legal.ts","legalDocs","323","Estas condiciones se rigen por la legislación española. Cualquier controversia se someterá a los juzgados y tribunales del domicilio del titular, salvo que la ley disponga otra cosa.","These terms are governed by Spanish law. Any dispute will be submitted to the courts of the owner’s domicile, unless the law provides otherwise.",""
